기준연도,기준월,기준일,평균값,1800년_이후_증가값
2016,5,1,407.73,124.21
2016,5,8,408.05,124.44
2016,5,15,407.49,123.89
2016,5,22,408.51,125.04
2016,5,29,407.64,124.41
2016,6,5,407.04,124.14
2016,6,12,407.39,124.88
2016,6,19,406.85,124.8
2016,6,26,406.17,124.6
2016,7,3,405.75,124.68
2016,7,10,404.68,124.14
2016,7,17,403.59,123.57
2016,7,24,404.04,124.55
2016,7,31,403.68,124.71
2016,8,7,403.08,124.64
2016,8,14,402.05,124.13
2016,8,21,402.11,124.67
2016,8,28,401.16,124.16
2016,9,4,401.18,124.55
2016,9,11,401.47,125.12
2016,9,18,401.08,124.9
2016,9,25,400.94,124.81
2016,10,2,401.13,124.94
2016,10,9,401.78,125.42
2016,10,16,401.86,125.24
2016,10,23,402.35,125.41
2016,10,30,403.0,125.7
2016,11,6,403.0,125.32
2016,11,13,403.79,125.74
2016,11,20,404.19,125.8
2016,11,27,404.75,126.04
2016,12,4,404.09,125.08
2016,12,11,405.03,125.75
2016,12,18,404.62,125.1
2016,12,25,404.96,125.21
2017,1,1,406.14,126.12
2017,1,8,406.2,125.99
2017,1,15,406.41,126.03
2017,1,22,406.71,126.19
2017,1,29,406.43,125.79
2017,2,5,406.26,125.52
2017,2,12,406.14,125.31
2017,2,19,407.17,126.24
2017,2,26,407.6,126.55
2017,3,5,406.34,125.13
2017,3,12,407.77,126.35
2017,3,19,407.02,125.34
2017,3,26,408.6,126.61
2017,4,2,407.84,125.51
2017,4,9,409.03,126.36
2017,4,16,409.84,126.84
2017,4,23,410.16,126.87
2017,4,30,409.39,125.89
2017,5,7,409.52,125.9
2017,5,14,410.6,126.98
2017,5,21,410.2,126.69
2017,5,28,409.77,126.48
2017,6,4,409.89,126.91
2017,6,11,409.63,127.04
2017,6,18,408.51,126.36
2017,6,25,407.95,126.28
2017,7,2,408.28,127.12
2017,7,9,407.26,126.62
2017,7,16,407.01,126.91
2017,7,23,406.93,127.36
2017,7,30,406.66,127.64
2017,8,6,405.73,127.24
2017,8,13,405.39,127.42
2017,8,20,404.74,127.24
2017,8,27,404.39,127.33
2017,9,3,403.89,127.19
2017,9,10,403.87,127.46
2017,9,17,403.25,127.01
2017,9,24,402.95,126.78
2017,10,1,403.14,126.93
2017,10,8,403.61,127.26
2017,10,15,404.14,127.56
2017,10,22,404.19,127.32
2017,10,29,404.34,127.13
2017,11,5,404.44,126.87
2017,11,12,405.26,127.33
2017,11,19,406.31,128.02
2017,11,26,406.52,127.89
2017,12,3,406.94,127.98
2017,12,10,406.74,127.49
2017,12,17,406.99,127.47
2017,12,24,407.41,127.64
2017,12,31,407.57,127.59
2018,1,7,408.33,128.13
2018,1,14,408.08,127.69
2018,1,21,408.47,127.91
2018,1,28,408.07,127.38
2018,2,4,408.4,127.6
2018,2,11,408.56,127.67
2018,2,18,408.65,127.66
2018,2,25,409.09,127.99
2018,3,4,410.03,128.8
2018,3,11,408.91,127.5
2018,3,18,409.32,127.68
2018,3,25,410.22,128.3
2018,4,1,409.39,127.15
2018,4,8,409.65,127.08
2018,4,15,411.25,128.36
2018,4,22,411.88,128.7
2018,4,29,409.86,126.46
2018,5,6,411.25,127.72
2018,5,13,412.07,128.5
2018,5,20,411.65,128.17
2018,5,27,411.61,128.32
2018,6,3,411.14,128.13
2018,6,10,411.36,128.72
2018,6,17,410.56,128.34
2018,6,24,410.76,129.02
2018,7,1,409.6,128.37
2018,7,8,409.35,128.64
2018,7,15,408.74,128.57
2018,7,22,408.48,128.85
2018,7,29,407.65,128.57
2018,8,5,407.42,128.87
2018,8,12,407.26,129.23
2018,8,19,407.03,129.49
2018,8,26,406.3,129.19
2018,9,2,405.68,128.94
2018,9,9,405.58,129.12
2018,9,16,405.88,129.6
2018,9,23,405.73,129.53
2018,9,30,405.69,129.45
2018,10,7,405.77,129.4
2018,10,14,406.2,129.61
2018,10,21,406.81,129.93
2018,10,28,406.67,129.47
2018,11,4,407.18,129.64
2018,11,11,408.94,131.05
2018,11,18,408.78,130.54
2018,11,25,408.58,130.01
2018,12,2,408.69,129.81
2018,12,9,409.6,130.43
2018,12,16,409.51,130.06
2018,12,23,409.33,129.62
2018,12,30,409.8,129.87
2019,1,6,410.86,130.7
2019,1,13,410.55,130.17
2019,1,20,412.19,131.62
2019,1,27,411.23,130.49
2019,2,3,411.83,130.96
2019,2,10,412.63,131.66
2019,2,17,411.19,130.14
2019,2,24,412.62,131.48
2019,3,3,412.37,131.14
2019,3,10,412.37,131.02
2019,3,17,412.02,130.5
2019,3,24,411.53,129.78
2019,3,31,412.4,130.38
2019,4,7,413.35,131.02
2019,4,14,413.82,131.16
2019,4,21,413.99,131.02
2019,4,28,414.52,131.29
2019,5,5,414.54,131.13
2019,5,12,415.62,132.12
2019,5,19,414.97,131.5
2019,5,26,414.52,131.19
2019,6,2,414.62,131.54
2019,6,9,414.31,131.58
2019,6,16,414.09,131.78
2019,6,23,413.64,131.8
2019,6,30,413.66,132.33
2019,7,7,412.32,131.51
2019,7,14,412.38,132.1
2019,7,21,411.08,131.34
2019,7,28,410.29,131.09
2019,8,4,410.56,131.87
2019,8,11,410.5,132.32
2019,8,18,409.8,132.1
2019,8,25,409.68,132.42
2019,9,1,409.07,132.18
2019,9,8,408.84,132.26
2019,9,15,408.63,132.25
2019,9,22,408.55,132.27
2019,9,29,408.2,131.92
2019,10,6,408.61,132.23
2019,10,13,408.85,132.27
2019,10,20,408.95,132.11
2019,10,27,409.52,132.36
2019,11,3,410.13,132.64
2019,11,10,410.42,132.58
2019,11,17,410.41,132.23
2019,11,24,410.95,132.44
2019,12,1,411.29,132.48
2019,12,8,411.55,132.45
2019,12,15,412.11,132.74
2019,12,22,412.43,132.8
2019,12,29,413.21,133.3
2020,1,5,413.6,133.43
2020,1,12,413.02,132.64
2020,1,19,413.87,133.31
2020,1,26,414.26,133.54
2020,2,2,414.53,133.69
2020,2,9,414.63,133.7
2020,2,16,414.29,133.27
2020,2,23,413.95,132.85
2020,3,1,414.09,132.9
2020,3,8,414.34,133.02
2020,3,15,414.51,133.0
2020,3,22,415.76,134.02
2020,3,29,415.98,133.96
2020,4,5,416.68,134.34
2020,4,12,416.51,133.83
2020,4,19,416.12,133.13
2020,4,26,417.05,133.8
2020,5,3,417.06,133.63
2020,5,10,417.03,133.5
2020,5,17,417.21,133.71
2020,5,24,417.67,134.31
2020,5,31,417.44,134.33
2020,6,7,416.58,133.81
2020,6,14,416.44,134.09
2020,6,21,416.29,134.39
2020,6,28,415.67,134.27
2020,7,5,415.47,134.59
2020,7,12,414.76,134.4
2020,7,19,414.11,134.28
2020,7,26,413.48,134.18
2020,8,2,413.4,134.62
2020,8,9,412.97,134.7
2020,8,16,412.62,134.83
2020,8,23,412.19,134.85
2020,8,30,411.82,134.88
2020,9,6,411.6,134.98
2020,9,13,411.7,135.31
2020,9,20,411.23,134.97
2020,9,27,411.29,135.05
2020,10,4,411.28,134.96
2020,10,11,411.34,134.83
2020,10,18,411.75,134.98
2020,10,25,411.71,134.63
2020,11,1,411.99,134.56
2020,11,8,413.01,135.23
2020,11,15,412.76,134.64
2020,11,22,414.07,135.62
2020,11,29,413.97,135.2
2020,12,6,413.63,134.57
2020,12,13,414.15,134.82
2020,12,20,414.84,135.24
2020,12,27,415.33,135.49
2021,1,3,415.38,135.3
2021,1,10,415.07,134.77
2021,1,17,415.42,134.93
2021,1,24,416.01,135.35
2021,1,31,417.12,136.33
2021,2,7,416.92,136.02
2021,2,14,416.51,135.53
2021,2,21,416.31,135.24
2021,2,28,417.97,136.81
2021,3,7,416.94,135.66
2021,3,14,417.79,136.33
2021,3,21,417.72,136.04
2021,3,28,418.03,136.08
2021,4,4,419.28,137.02
2021,4,11,418.96,136.37
2021,4,18,418.2,135.29
2021,4,25,420.01,136.82
2021,5,2,419.53,136.13
2021,5,9,418.48,134.97
2021,5,16,419.09,135.57
2021,5,23,418.93,135.52
2021,5,30,419.55,136.37
2021,6,6,419.47,136.61
2021,6,13,419.06,136.61
2021,6,20,418.33,136.33
2021,6,27,418.08,136.57
2021,7,4,417.47,136.47
2021,7,11,417.51,137.04
2021,7,18,416.74,136.8
2021,7,25,415.62,136.21
2021,8,1,415.0,136.11
2021,8,8,414.55,136.17
2021,8,15,414.91,137.03
2021,8,22,413.9,136.48
2021,8,29,413.23,136.22
2021,9,5,413.36,136.69
2021,9,12,413.09,136.68
2021,9,19,413.3,137.03
2021,9,26,413.37,137.14
2021,10,3,413.63,137.33
2021,10,10,413.89,137.42
2021,10,17,414.36,137.64
2021,10,24,413.9,136.87
2021,10,31,414.17,136.8
2021,11,7,414.97,137.25
2021,11,14,414.88,136.81
2021,11,21,415.36,136.95
2021,11,28,416.16,137.44
2021,12,5,415.86,136.85
2021,12,12,416.45,137.15
2021,12,19,417.49,137.93
2021,12,26,417.46,137.65
2022,1,2,417.43,137.38
2022,1,9,418.33,138.06
2022,1,16,417.62,137.16
2022,1,23,419.13,138.5
2022,1,30,419.19,138.42
2022,2,6,418.38,137.5
2022,2,13,419.76,138.79
2022,2,20,419.62,138.57
2022,2,27,419.2,138.06
2022,3,6,418.51,137.25
2022,3,13,418.35,136.92
2022,3,20,418.18,136.54
2022,3,27,420.37,138.46
2022,4,3,420.19,137.98
2022,4,10,420.16,137.62
2022,4,17,420.35,137.49
2022,4,24,420.19,137.04
2022,5,1,420.18,136.81
2022,5,8,421.13,137.62
2022,5,15,420.97,137.44
2022,5,22,421.45,138.03
2022,5,29,421.63,138.42
2022,6,5,421.3,138.39
2022,6,12,421.03,138.51
2022,6,19,420.87,138.8
2022,6,26,420.31,138.73
2022,7,3,419.73,138.67
2022,7,10,419.08,138.54
2022,7,17,418.43,138.42
2022,7,24,417.84,138.36
2022,7,31,418.19,139.23
2022,8,7,417.34,138.89
2022,8,14,417.26,139.31
2022,8,21,416.56,139.08
2022,8,28,416.54,139.48
2022,9,4,416.33,139.62
2022,9,11,416.05,139.6
2022,9,18,415.57,139.28
2022,9,25,415.57,139.34
2022,10,2,415.26,138.98
2022,10,9,415.51,139.07
2022,10,16,415.88,139.2
2022,10,23,416.3,139.32
2022,10,30,416.43,139.11
2022,11,6,417.18,139.51
2022,11,13,417.29,139.27
2022,11,20,418.53,140.17
2022,11,27,417.74,139.06
2022,12,4,419.04,140.07
2022,12,11,418.75,139.49
2022,12,18,419.11,139.59
2022,12,25,419.4,139.62
2023,1,1,419.31,139.3
2023,1,8,419.57,139.33
2023,1,15,419.15,138.71
2023,1,22,419.73,139.11
2023,1,29,419.84,139.08
2023,2,5,420.26,139.39
2023,2,12,420.82,139.86
2023,2,19,419.94,138.9
2023,2,26,421.91,140.78
2023,3,5,421.1,139.86
2023,3,12,420.16,138.76
2023,3,19,420.79,139.18
2023,3,26,421.56,139.7
2023,4,2,422.54,140.37
2023,4,9,422.88,140.39
2023,4,16,423.65,140.83
2023,4,23,424.04,140.92
2023,4,30,423.96,140.61
2023,5,7,424.29,140.79
2023,5,14,423.5,139.98
