LOCATION,Country,TRANSACT,Transaction,MEASURE,Measure,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
AUS,Australia,B1_GA,Gross domestic product (output approach),G,Growth rate,2001,2001,PC,Percentage,0,Units,,,3.99359,,
AUS,Australia,B1_GA,Gross domestic product (output approach),G,Growth rate,2002,2002,PC,Percentage,0,Units,,,3.111398,,
AUS,Australia,B1_GA,Gross domestic product (output approach),G,Growth rate,2003,2003,PC,Percentage,0,Units,,,4.216633,,
AUS,Australia,B1_GA,Gross domestic product (output approach),G,Growth rate,2004,2004,PC,Percentage,0,Units,,,3.153753,,
AUS,Australia,B1_GA,Gross domestic product (output approach),G,Growth rate,2005,2005,PC,Percentage,0,Units,,,2.740636,,
AUS,Australia,B1_GA,Gross domestic product (output approach),G,Growth rate,2006,2006,PC,Percentage,0,Units,,,3.777917,,
AUS,Australia,B1_GA,Gross domestic product (output approach),G,Growth rate,2007,2007,PC,Percentage,0,Units,,,3.56827,,
AUS,Australia,B1_GA,Gross domestic product (output approach),G,Growth rate,2008,2008,PC,Percentage,0,Units,,,1.870487,,
AUS,Australia,B1_GA,Gross domestic product (output approach),G,Growth rate,2009,2009,PC,Percentage,0,Units,,,2.206566,,
AUS,Australia,B1_GA,Gross domestic product (output approach),G,Growth rate,2010,2010,PC,Percentage,0,Units,,,2.391385,,
AUS,Australia,B1_GA,Gross domestic product (output approach),G,Growth rate,2011,2011,PC,Percentage,0,Units,,,3.902008,,
AUS,Australia,B1_GA,Gross domestic product (output approach),G,Growth rate,2012,2012,PC,Percentage,0,Units,,,2.578754,,
AUS,Australia,B1_GA,Gross domestic product (output approach),G,Growth rate,2013,2013,PC,Percentage,0,Units,,,2.579017,,
AUS,Australia,B1_GA,Gross domestic product (output approach),G,Growth rate,2014,2014,PC,Percentage,0,Units,,,2.152736,,
AUS,Australia,B1_GA,Gross domestic product (output approach),G,Growth rate,2015,2015,PC,Percentage,0,Units,,,2.730548,,
AUS,Australia,B1_GA,Gross domestic product (output approach),G,Growth rate,2016,2016,PC,Percentage,0,Units,,,2.282184,,
AUS,Australia,B1_GA,Gross domestic product (output approach),G,Growth rate,2017,2017,PC,Percentage,0,Units,,,2.883045,,
AUS,Australia,B1_GA,Gross domestic product (output approach),G,Growth rate,2018,2018,PC,Percentage,0,Units,,,2.171396,,
AUS,Australia,B1_GA,Gross domestic product (output approach),G,Growth rate,2019,2019,PC,Percentage,0,Units,,,-0.050885,,
AUS,Australia,B1_GA,Gross domestic product (output approach),G,Growth rate,2020,2020,PC,Percentage,0,Units,,,2.236212,,
AUS,Australia,B1_GA,Gross domestic product (output approach),G,Growth rate,2021,2021,PC,Percentage,0,Units,,,3.617589,,
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,1971,1971,PC,Percentage,0,Units,,,5.114969,E,Estimated value
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,1972,1972,PC,Percentage,0,Units,,,6.207861,E,Estimated value
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,1973,1973,PC,Percentage,0,Units,,,4.890435,E,Estimated value
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,1974,1974,PC,Percentage,0,Units,,,3.942138,E,Estimated value
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,1975,1975,PC,Percentage,0,Units,,,-0.363736,E,Estimated value
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,1976,1976,PC,Percentage,0,Units,,,4.578445,E,Estimated value
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,1977,1977,PC,Percentage,0,Units,,,5.079981,E,Estimated value
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,1978,1978,PC,Percentage,0,Units,,,-0.210653,E,Estimated value
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,1979,1979,PC,Percentage,0,Units,,,5.3567,E,Estimated value
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,1980,1980,PC,Percentage,0,Units,,,1.731485,E,Estimated value
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,1981,1981,PC,Percentage,0,Units,,,-0.144295,E,Estimated value
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,1982,1982,PC,Percentage,0,Units,,,2.011254,E,Estimated value
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,1983,1983,PC,Percentage,0,Units,,,2.973088,E,Estimated value
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,1984,1984,PC,Percentage,0,Units,,,0.051275,E,Estimated value
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,1985,1985,PC,Percentage,0,Units,,,2.498679,E,Estimated value
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,1986,1986,PC,Percentage,0,Units,,,2.301393,E,Estimated value
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,1987,1987,PC,Percentage,0,Units,,,1.357168,E,Estimated value
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,1988,1988,PC,Percentage,0,Units,,,3.29588,E,Estimated value
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,1989,1989,PC,Percentage,0,Units,,,3.887075,E,Estimated value
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,1990,1990,PC,Percentage,0,Units,,,4.345642,E,Estimated value
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,1991,1991,PC,Percentage,0,Units,,,3.441627,E,Estimated value
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,1992,1992,PC,Percentage,0,Units,,,2.093525,E,Estimated value
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,1993,1993,PC,Percentage,0,Units,,,0.526809,E,Estimated value
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,1994,1994,PC,Percentage,0,Units,,,2.402119,E,Estimated value
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,1995,1995,PC,Percentage,0,Units,,,2.667984,,
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,1996,1996,PC,Percentage,0,Units,,,2.349534,,
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,1997,1997,PC,Percentage,0,Units,,,2.093599,,
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,1998,1998,PC,Percentage,0,Units,,,3.581426,,
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,1999,1999,PC,Percentage,0,Units,,,3.556331,,
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,2000,2000,PC,Percentage,0,Units,,,3.375722,,
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,2001,2001,PC,Percentage,0,Units,,,1.267168,,
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,2002,2002,PC,Percentage,0,Units,,,1.651554,,
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,2003,2003,PC,Percentage,0,Units,,,0.941471,,
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,2004,2004,PC,Percentage,0,Units,,,2.73512,,
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,2005,2005,PC,Percentage,0,Units,,,2.244065,,
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,2006,2006,PC,Percentage,0,Units,,,3.454042,,
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,2007,2007,PC,Percentage,0,Units,,,3.727415,,
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,2008,2008,PC,Percentage,0,Units,,,1.460424,,
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,2009,2009,PC,Percentage,0,Units,,,-3.764578,,
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,2010,2010,PC,Percentage,0,Units,,,1.837094,,
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,2011,2011,PC,Percentage,0,Units,,,2.922797,,
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,2012,2012,PC,Percentage,0,Units,,,0.680446,,
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,2013,2013,PC,Percentage,0,Units,,,0.025505,,
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,2014,2014,PC,Percentage,0,Units,,,0.661273,,
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,2015,2015,PC,Percentage,0,Units,,,1.014502,,
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,2016,2016,PC,Percentage,0,Units,,,1.989437,,
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,2017,2017,PC,Percentage,0,Units,,,2.258572,,
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,2018,2018,PC,Percentage,0,Units,,,2.425385,,
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,2019,2019,PC,Percentage,0,Units,,,1.517389,,
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,2020,2020,PC,Percentage,0,Units,,,-6.453968,,
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,2021,2021,PC,Percentage,0,Units,,,4.556851,,
AUT,Austria,B1_GA,Gross domestic product (output approach),G,Growth rate,2022,2022,PC,Percentage,0,Units,,,4.996942,,
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,1971,1971,PC,Percentage,0,Units,,,3.985827,E,Estimated value
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,1972,1972,PC,Percentage,0,Units,,,5.295604,E,Estimated value
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,1973,1973,PC,Percentage,0,Units,,,6.381702,E,Estimated value
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,1974,1974,PC,Percentage,0,Units,,,4.565258,E,Estimated value
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,1975,1975,PC,Percentage,0,Units,,,-1.965942,E,Estimated value
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,1976,1976,PC,Percentage,0,Units,,,5.652746,E,Estimated value
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,1977,1977,PC,Percentage,0,Units,,,0.626155,E,Estimated value
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,1978,1978,PC,Percentage,0,Units,,,2.841897,E,Estimated value
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,1979,1979,PC,Percentage,0,Units,,,2.341073,E,Estimated value
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,1980,1980,PC,Percentage,0,Units,,,4.444054,E,Estimated value
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,1981,1981,PC,Percentage,0,Units,,,-0.279284,E,Estimated value
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,1982,1982,PC,Percentage,0,Units,,,0.594987,E,Estimated value
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,1983,1983,PC,Percentage,0,Units,,,0.311843,E,Estimated value
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,1984,1984,PC,Percentage,0,Units,,,2.466383,E,Estimated value
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,1985,1985,PC,Percentage,0,Units,,,1.651793,E,Estimated value
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,1986,1986,PC,Percentage,0,Units,,,1.822762,E,Estimated value
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,1987,1987,PC,Percentage,0,Units,,,2.306659,E,Estimated value
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,1988,1988,PC,Percentage,0,Units,,,4.723209,E,Estimated value
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,1989,1989,PC,Percentage,0,Units,,,3.469167,E,Estimated value
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,1990,1990,PC,Percentage,0,Units,,,3.137402,E,Estimated value
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,1991,1991,PC,Percentage,0,Units,,,1.833074,E,Estimated value
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,1992,1992,PC,Percentage,0,Units,,,1.530655,E,Estimated value
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,1993,1993,PC,Percentage,0,Units,,,-0.961873,E,Estimated value
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,1994,1994,PC,Percentage,0,Units,,,3.226971,E,Estimated value
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,1995,1995,PC,Percentage,0,Units,,,2.384757,,
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,1996,1996,PC,Percentage,0,Units,,,1.321451,,
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,1997,1997,PC,Percentage,0,Units,,,3.793658,,
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,1998,1998,PC,Percentage,0,Units,,,1.961808,,
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,1999,1999,PC,Percentage,0,Units,,,3.542743,,
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,2000,2000,PC,Percentage,0,Units,,,3.716679,,
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,2001,2001,PC,Percentage,0,Units,,,1.099619,,
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,2002,2002,PC,Percentage,0,Units,,,1.706885,,
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,2003,2003,PC,Percentage,0,Units,,,1.037983,,
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,2004,2004,PC,Percentage,0,Units,,,3.571204,,
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,2005,2005,PC,Percentage,0,Units,,,2.321737,,
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,2006,2006,PC,Percentage,0,Units,,,2.55235,,
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,2007,2007,PC,Percentage,0,Units,,,3.676881,,
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,2008,2008,PC,Percentage,0,Units,,,0.446929,,
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,2009,2009,PC,Percentage,0,Units,,,-2.020743,,
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,2010,2010,PC,Percentage,0,Units,,,2.864293,,
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,2011,2011,PC,Percentage,0,Units,,,1.694514,,
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,2012,2012,PC,Percentage,0,Units,,,0.739217,,
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,2013,2013,PC,Percentage,0,Units,,,0.459242,,
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,2014,2014,PC,Percentage,0,Units,,,1.578533,,
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,2015,2015,PC,Percentage,0,Units,,,2.041459,,
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,2016,2016,PC,Percentage,0,Units,,,1.266686,,
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,2017,2017,PC,Percentage,0,Units,,,1.61958,,
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,2018,2018,PC,Percentage,0,Units,,,1.792945,,
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,2019,2019,PC,Percentage,0,Units,,,2.261568,,
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,2020,2020,PC,Percentage,0,Units,,,-5.362586,P,Provisional value
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,2021,2021,PC,Percentage,0,Units,,,6.285931,P,Provisional value
BEL,Belgium,B1_GA,Gross domestic product (output approach),G,Growth rate,2022,2022,PC,Percentage,0,Units,,,3.247837,P,Provisional value
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,1982,1982,PC,Percentage,0,Units,,,-3.187262,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,1983,1983,PC,Percentage,0,Units,,,2.601339,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,1984,1984,PC,Percentage,0,Units,,,5.908457,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,1985,1985,PC,Percentage,0,Units,,,4.7374,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,1986,1986,PC,Percentage,0,Units,,,2.144972,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,1987,1987,PC,Percentage,0,Units,,,4.072959,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,1988,1988,PC,Percentage,0,Units,,,4.410111,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,1989,1989,PC,Percentage,0,Units,,,2.316979,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,1990,1990,PC,Percentage,0,Units,,,0.164673,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,1991,1991,PC,Percentage,0,Units,,,-2.086085,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,1992,1992,PC,Percentage,0,Units,,,0.90026,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,1993,1993,PC,Percentage,0,Units,,,2.660857,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,1994,1994,PC,Percentage,0,Units,,,4.494466,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,1995,1995,PC,Percentage,0,Units,,,2.693976,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,1996,1996,PC,Percentage,0,Units,,,1.619172,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,1997,1997,PC,Percentage,0,Units,,,4.28004,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,1998,1998,PC,Percentage,0,Units,,,3.896152,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,1999,1999,PC,Percentage,0,Units,,,5.162914,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,2000,2000,PC,Percentage,0,Units,,,5.177636,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,2001,2001,PC,Percentage,0,Units,,,1.789973,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,2002,2002,PC,Percentage,0,Units,,,3.018051,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,2003,2003,PC,Percentage,0,Units,,,1.801518,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,2004,2004,PC,Percentage,0,Units,,,3.086981,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,2005,2005,PC,Percentage,0,Units,,,3.2042,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,2006,2006,PC,Percentage,0,Units,,,2.634304,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,2007,2007,PC,Percentage,0,Units,,,2.071825,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,2008,2008,PC,Percentage,0,Units,,,1.004289,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,2009,2009,PC,Percentage,0,Units,,,-2.925956,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,2010,2010,PC,Percentage,0,Units,,,3.089919,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,2011,2011,PC,Percentage,0,Units,,,3.1461,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,2012,2012,PC,Percentage,0,Units,,,1.760962,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,2013,2013,PC,Percentage,0,Units,,,2.329123,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,2014,2014,PC,Percentage,0,Units,,,2.870036,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,2015,2015,PC,Percentage,0,Units,,,0.659177,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,2016,2016,PC,Percentage,0,Units,,,1.001394,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,2017,2017,PC,Percentage,0,Units,,,3.03988,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,2018,2018,PC,Percentage,0,Units,,,2.777041,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,2019,2019,PC,Percentage,0,Units,,,1.888224,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,2020,2020,PC,Percentage,0,Units,,,-5.074358,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,2021,2021,PC,Percentage,0,Units,,,5.011801,,
CAN,Canada,B1_GA,Gross domestic product (output approach),G,Growth rate,2022,2022,PC,Percentage,0,Units,,,3.396202,,
CZE,Czech Republic,B1_GA,Gross domestic product (output approach),G,Growth rate,1991,1991,PC,Percentage,0,Units,,,-11.614942,E,Estimated value
CZE,Czech Republic,B1_GA,Gross domestic product (output approach),G,Growth rate,1992,1992,PC,Percentage,0,Units,,,-0.506542,E,Estimated value
CZE,Czech Republic,B1_GA,Gross domestic product (output approach),G,Growth rate,1993,1993,PC,Percentage,0,Units,,,0.061904,E,Estimated value
CZE,Czech Republic,B1_GA,Gross domestic product (output approach),G,Growth rate,1994,1994,PC,Percentage,0,Units,,,2.909309,E,Estimated value
CZE,Czech Republic,B1_GA,Gross domestic product (output approach),G,Growth rate,1995,1995,PC,Percentage,0,Units,,,6.500814,,
CZE,Czech Republic,B1_GA,Gross domestic product (output approach),G,Growth rate,1996,1996,PC,Percentage,0,Units,,,4.265417,,
CZE,Czech Republic,B1_GA,Gross domestic product (output approach),G,Growth rate,1997,1997,PC,Percentage,0,Units,,,-0.518331,,
CZE,Czech Republic,B1_GA,Gross domestic product (output approach),G,Growth rate,1998,1998,PC,Percentage,0,Units,,,-0.356567,,
